FID,AID,Year,Julianday,Hour,Minute,Activity,Temperatur,Latitude,Longitude,HDOP,NumSats,FixTime,2D_3D,POINT_X,POINT_Y
201,31351,2013,150,4,30,24,22,59.372680000000003,-122.174680000000000,1.400000000000000,6,38,3,546902.366123000040000,6581842.034579999700000
202,31351,2013,150,5,0,32,19,59.372750000000003,-122.174510000000000,1.700000000000000,5,22,3,546911.930142999980000,6581849.948950000100000
203,31351,2013,150,5,30,37,19,59.372750000000003,-122.174440000000000,1.500000000000000,5,43,3,546915.908054000000000,6581849.998270000300000
204,31351,2013,150,6,0,3,17,59.373130000000003,-122.174010000000000,1.200000000000000,5,27,3,546939.818849000030000,6581892.614889999900000
205,31351,2013,150,6,31,37,19,59.373179999999998,-122.173610000000000,1.200000000000000,6,66,3,546962.480408999950000,6581898.464530000500000
206,31351,2013,150,7,0,1,23,59.373150000000003,-122.173620000000000,1.100000000000000,6,27,3,546961.953605000050000,6581895.116929999600000
207,31351,2013,150,7,30,6,21,59.373120000000000,-122.172310000000000,2.800000000000000,4,36,3,547036.438010000040000,6581892.701100000200000
208,31351,2013,150,8,1,20,20,59.374110000000002,-122.170920000000000,3.000000000000000,4,95,3,547114.054328999950000,6582003.921790000100000
209,31351,2013,150,8,31,16,21,59.374859999999998,-122.169310000000000,1.300000000000000,5,72,3,547204.500588999940000,6582088.575720000100000
210,31351,2013,150,9,0,57,23,59.377670000000002,-122.171589999999990,1.200000000000000,5,27,3,547071.049113000040000,6582399.859079999800000
211,31351,2013,150,9,30,43,21,59.380910000000000,-122.169150000000000,1.100000000000000,5,47,3,547205.185105000040000,6582762.365509999900000
212,31351,2013,150,10,1,47,23,59.381210000000003,-122.167270000000000,2.100000000000000,5,82,3,547311.576847000050000,6582797.105460000200000
213,31351,2013,150,10,31,40,22,59.381709999999998,-122.159730000000000,3.700000000000000,4,49,3,547739.244725000000000,6582858.163639999900000
214,31351,2013,150,11,0,16,23,59.386260000000000,-122.153150000000000,2.000000000000000,4,43,3,548106.623932000020000,6583369.549040000000000
215,31351,2013,150,11,30,41,23,59.385339999999999,-122.145140000000000,1.500000000000000,5,42,3,548562.943726000030000,6583272.921439999700000
216,31351,2013,150,12,0,32,22,59.385109999999997,-122.141050000000010,1.700000000000000,4,22,3,548795.610818000040000,6583250.301330000200000
217,31351,2013,150,12,30,1,26,59.385159999999999,-122.141220000000000,3.200000000000000,5,42,3,548785.881907999980000,6583255.744289999800000
218,31351,2013,150,13,0,52,25,59.383839999999999,-122.138319999999990,1.300000000000000,5,22,3,548952.522698999960000,6583110.889530000300000
219,31351,2013,150,13,30,63,23,59.378509999999999,-122.132960000000000,1.600000000000000,6,27,3,549264.745802000050000,6582521.342140000300000
220,31351,2013,150,14,0,49,24,59.374980000000001,-122.126670000000000,1.300000000000000,8,22,3,549627.283117000010000,6582132.944849999600000
221,31351,2013,150,14,31,57,22,59.370089999999998,-122.126690000000000,1.700000000000000,6,87,3,549633.288841999950000,6581588.424619999700000
222,31351,2013,150,15,0,27,22,59.367519999999999,-122.130280000000000,1.500000000000000,6,22,3,549433.002108999990000,6581299.582550000400000
223,31351,2013,150,15,30,30,25,59.367559999999997,-122.130320000000000,2.400000000000000,5,34,3,549430.670502000020000,6581304.006889999800000
224,31351,2013,150,16,0,13,25,59.368279999999999,-122.130950000000000,2.000000000000000,6,42,3,549393.817597000040000,6581383.711919999700000
225,31351,2013,150,16,31,0,25,59.368490000000001,-122.131030000000000,1.400000000000000,6,39,3,549388.965656999960000,6581407.036240000300000
226,31351,2013,150,17,31,0,28,59.368220000000001,-122.130439999999990,1.400000000000000,5,77,3,549422.890431000040000,6581377.409310000000000
227,31351,2013,150,18,2,1,28,59.368299999999998,-122.130560000000000,2.300000000000000,4,120,2,549415.953959999960000,6581386.228310000200000
228,31351,2013,150,18,30,26,26,59.367449999999998,-122.130660000000010,1.500000000000000,5,31,3,549411.506296999990000,6581291.505950000100000
229,31351,2013,150,19,0,28,24,59.366970000000002,-122.124290000000000,2.500000000000000,4,22,3,549774.253527999970000,6581242.801989999600000
230,31351,2013,150,19,32,27,21,59.362229999999997,-122.122300000000000,3.500000000000000,5,117,3,549894.315704999960000,6580716.489480000000000
231,31351,2013,150,20,0,6,20,59.357999999999997,-122.116400000000000,1.300000000000000,7,52,3,550235.948487999970000,6580249.912840000400000
232,31351,2013,150,20,30,7,19,59.355499999999999,-122.111470000000000,1.500000000000000,7,22,3,550519.941029999990000,6579975.266610000300000
233,31351,2013,150,21,0,41,18,59.353140000000003,-122.106680000000000,1.200000000000000,7,23,3,550795.805015000050000,6579716.123809999800000
234,31351,2013,150,21,30,32,17,59.345230000000001,-122.105750000000000,1.300000000000000,5,27,3,550860.511699000020000,6578836.054349999900000
235,31351,2013,150,22,0,6,19,59.343960000000003,-122.108200000000000,1.900000000000000,5,47,3,550723.066880999950000,6578692.771370000200000
236,31351,2013,150,23,2,1,28,59.344250000000002,-122.108670000000000,3.800000000000000,3,120,2,550695.903464999980000,6578724.705029999800000
237,31351,2013,150,23,31,0,29,59.344090000000001,-122.108450000000000,1.800000000000000,5,71,3,550708.654355000010000,6578707.056499999900000
238,31351,2013,151,0,1,0,27,59.343980000000002,-122.108580000000000,1.200000000000000,5,82,3,550701.424582000010000,6578694.709029999600000
239,31351,2013,151,0,32,0,25,59.343919999999997,-122.108390000000000,0.000000000000000,2,120,2,550712.320264999990000,6578688.172679999800000
240,31351,2013,151,1,30,0,26,59.344050000000003,-122.108459999999990,2.400000000000000,4,22,3,550708.145232000040000,6578702.594890000300000
241,31351,2013,151,2,0,1,28,59.343940000000003,-122.108390000000000,2.200000000000000,6,47,3,550712.290449999970000,6578690.399679999800000
242,31351,2013,151,3,1,6,30,59.344320000000003,-122.108510000000000,2.700000000000000,5,72,3,550704.899045999980000,6578732.621330000500000
243,31351,2013,151,3,30,14,30,59.343890000000002,-122.108740000000000,2.400000000000000,5,27,3,550692.458703999990000,6578684.565729999900000
244,31351,2013,151,4,0,2,30,59.344220000000000,-122.108490000000000,3.300000000000000,4,47,3,550706.185591000020000,6578721.501550000200000
245,31351,2013,151,4,30,0,28,59.343829999999997,-122.108520000000000,1.400000000000000,5,27,3,550705.060655000040000,6578678.052199999800000
246,31351,2013,151,5,0,1,28,59.344000000000001,-122.108600000000000,3.400000000000000,5,47,3,550700.257274999980000,6578696.920800000400000
247,31351,2013,151,5,31,1,29,59.343809999999998,-122.108490000000000,2.500000000000000,6,58,3,550706.796722000000000,6578675.848039999600000
248,31351,2013,151,6,1,0,29,59.343850000000003,-122.108459999999990,2.000000000000000,5,62,3,550708.443355000000000,6578680.324880000200000
249,31351,2013,151,6,31,6,28,59.343940000000003,-122.108560000000000,3.000000000000000,5,57,3,550702.621698000000000,6578690.270250000100000
250,31351,2013,151,7,0,13,24,59.343660000000000,-122.107200000000010,2.100000000000000,5,27,3,550780.389667000040000,6578660.128379999700000
251,31351,2013,151,7,30,31,19,59.338960000000000,-122.111710000000000,2.500000000000000,5,22,3,550530.861380000020000,6578133.353210000300000
252,31351,2013,151,8,0,8,19,59.333390000000001,-122.113850000000000,1.900000000000000,5,33,3,550417.382819000050000,6577511.512199999800000
253,31351,2013,151,8,32,17,19,59.329549999999998,-122.115920000000000,1.700000000000000,4,120,2,550305.290253999990000,6577082.363440000500000
254,31351,2013,151,9,2,15,20,59.324880000000000,-122.116470000000010,1.700000000000000,4,120,2,550280.893144999980000,6576561.944299999600000
255,31351,2013,151,9,31,7,21,59.318469999999998,-122.119490000000000,4.800000000000000,4,102,3,550118.468580999990000,6575845.916310000200000
256,31351,2013,151,10,0,4,24,59.316859999999998,-122.119970000000000,2.100000000000000,5,47,3,550093.516347000030000,6575666.282180000100000
257,31351,2013,151,10,32,18,24,59.314959999999999,-122.116020000000010,2.700000000000000,4,120,2,550321.159059999980000,6575457.694570000300000
258,31351,2013,151,11,0,14,25,59.312690000000003,-122.109129999999990,1.900000000000000,4,34,3,550716.741975000010000,6575210.155620000300000
259,31351,2013,151,11,30,31,25,59.306649999999998,-122.109309999999990,1.500000000000000,4,27,3,550715.486553999940000,6574537.467779999600000
260,31351,2013,151,12,0,35,25,59.304749999999999,-122.107490000000000,1.300000000000000,4,30,3,550821.946634999940000,6574327.290719999900000
261,31351,2013,151,12,30,10,26,59.304279999999999,-122.105320000000010,1.300000000000000,7,47,3,550946.210302000050000,6574276.613749999600000
262,31351,2013,151,13,0,27,25,59.302810000000001,-122.100800000000010,1.900000000000000,5,46,3,551205.793928000030000,6574116.395209999800000
263,31351,2013,151,13,31,5,26,59.303170000000001,-122.100610000000000,1.700000000000000,7,71,3,551216.072119000020000,6574156.626969999600000
264,31351,2013,151,14,0,72,23,59.303190000000001,-122.100120000000000,1.900000000000000,7,22,3,551243.944160999960000,6574159.230700000200000
265,31351,2013,151,14,30,65,22,59.303310000000003,-122.100510000000000,1.700000000000000,6,27,3,551221.555973000010000,6574172.292729999900000
266,31351,2013,151,15,0,46,24,59.303319999999999,-122.100489999999990,1.900000000000000,5,22,3,551222.679797000020000,6574173.421600000000000
267,31351,2013,151,15,30,7,24,59.303240000000002,-122.101050000000000,2.100000000000000,6,41,3,551190.911987000030000,6574164.083279999900000
268,31351,2013,151,16,0,45,24,59.302720000000001,-122.100890000000010,1.600000000000000,5,41,3,551200.804230000010000,6574106.304619999600000
269,31351,2013,151,16,30,32,23,59.301099999999998,-122.099080000000000,1.800000000000000,5,27,3,551306.311727999940000,6573927.311189999800000
270,31351,2013,151,17,1,1,26,59.300600000000003,-122.097780000000000,2.500000000000000,4,67,3,551381.096136000010000,6573872.638340000100000
271,31351,2013,151,17,31,6,28,59.300829999999998,-122.097669999999990,3.900000000000000,4,94,3,551387.013513999990000,6573898.333479999600000
272,31351,2013,151,18,2,36,25,59.300500000000000,-122.096380000000000,2.700000000000000,3,120,2,551460.973471999980000,6573862.583850000100000
273,31351,2013,151,18,32,11,24,59.300930000000001,-122.094680000000000,2.400000000000000,3,120,2,551557.133696999980000,6573911.778149999700000
274,31351,2013,151,19,0,26,22,59.297379999999997,-122.086380000000010,1.700000000000000,5,41,3,552035.212106000050000,6573522.941080000300000
275,31351,2013,151,19,30,24,21,59.296579999999999,-122.075430000000000,2.500000000000000,5,23,3,552660.079504000020000,6573442.464379999800000
276,31351,2013,151,20,2,16,20,59.293990000000001,-122.066680000000010,2.300000000000000,4,120,2,553162.465639999950000,6573161.019260000400000
277,31351,2013,151,20,31,10,20,59.293390000000002,-122.068290000000000,1.900000000000000,5,62,3,553071.697119000020000,6573092.926740000000000
278,31351,2013,151,21,0,8,21,59.293180000000000,-122.069030000000000,2.300000000000000,5,24,3,553029.874004999990000,6573068.954400000200000
279,31351,2013,151,21,30,1,28,59.293100000000003,-122.068870000000000,2.400000000000000,5,22,3,553039.112012999950000,6573060.173849999900000
280,31351,2013,151,22,0,2,27,59.293089999999999,-122.068800000000000,2.800000000000000,4,38,3,553043.114752999970000,6573059.116080000100000
281,31351,2013,151,23,2,0,26,59.293360000000000,-122.068870000000000,1.500000000000000,4,120,2,553038.707458000050000,6573089.124490000300000
282,31351,2013,151,23,30,0,25,59.293230000000001,-122.069040000000000,2.600000000000000,4,48,3,553029.226625000010000,6573074.513869999900000
283,31351,2013,152,0,31,2,28,59.293019999999999,-122.068929999999990,1.100000000000000,6,68,3,553035.818901999970000,6573051.218209999600000
284,31351,2013,152,2,0,3,20,59.293239999999997,-122.068850000000000,2.200000000000000,6,39,3,553040.033365000040000,6573075.778570000100000
285,31351,2013,152,2,30,0,24,59.293129999999998,-122.068800000000000,1.600000000000000,6,22,3,553043.052508999940000,6573063.570030000100000
286,31351,2013,152,3,0,2,25,59.293160000000000,-122.068740000000010,3.300000000000000,5,22,3,553046.423401999990000,6573066.958250000100000
287,31351,2013,152,3,31,0,29,59.292929999999998,-122.069059999999990,1.600000000000000,6,64,3,553028.554132999970000,6573041.093369999900000
288,31351,2013,152,4,0,0,31,59.293199999999999,-122.068800000000000,1.800000000000000,5,19,3,553042.943581999980000,6573071.364430000100000
289,31351,2013,152,4,30,2,29,59.293370000000003,-122.068900000000000,1.600000000000000,5,27,3,553036.983121000000000,6573090.214100000400000
290,31351,2013,152,5,0,9,22,59.293550000000003,-122.069750000000000,2.700000000000000,5,41,3,552988.287950000030000,6573109.580620000100000
291,31351,2013,152,5,32,16,19,59.291229999999999,-122.078200000000000,2.400000000000000,4,120,2,552510.558229999970000,6572844.562719999800000
292,31351,2013,152,6,2,39,17,59.288570000000000,-122.091010000000000,2.800000000000000,4,120,2,551784.903326999980000,6572538.350530000400000
293,31351,2013,152,6,30,52,18,59.287059999999997,-122.099909999999990,2.300000000000000,5,42,3,551280.163950999970000,6572363.331330000400000
294,31351,2013,152,7,0,59,17,59.280439999999999,-122.108630000000010,5.000000000000000,5,43,3,550793.244810999950000,6571619.523169999900000
295,31351,2013,152,7,31,32,17,59.278250000000000,-122.120320000000010,3.400000000000000,4,84,3,550130.353499999970000,6571366.817540000200000
296,31351,2013,152,8,1,30,19,59.275370000000002,-122.133480000000010,3.000000000000000,4,59,3,549384.601201000040000,6571036.307009999600000
297,31351,2013,152,8,31,18,19,59.275489999999998,-122.138510000000000,1.400000000000000,5,92,3,549097.769686999960000,6571045.952669999600000
298,31351,2013,152,9,0,40,19,59.273840000000000,-122.148940000000000,1.700000000000000,5,37,3,548505.713507000010000,6570854.589189999700000
299,31351,2013,152,9,30,57,19,59.276020000000003,-122.162170000000000,2.400000000000000,4,38,3,547748.650985999960000,6571087.777859999800000
300,31351,2013,152,10,2,53,21,59.277380000000001,-122.173920000000000,2.100000000000000,4,120,2,547077.153659999950000,6571230.854650000100000
301,31351,2013,152,10,32,19,21,59.282510000000002,-122.180830000000000,2.700000000000000,5,119,3,546676.353837999980000,6571797.219460000300000
302,31351,2013,152,11,0,11,19,59.289029999999997,-122.176300000000000,1.800000000000000,4,28,3,546925.491276000040000,6572526.402999999900000
303,31351,2013,152,11,30,27,20,59.290340000000000,-122.173280000000010,1.500000000000000,4,27,3,547095.722728000020000,6572674.402019999900000
304,31351,2013,152,12,0,23,21,59.287360000000000,-122.169020000000000,1.300000000000000,5,47,3,547342.531737999990000,6572345.597579999800000
305,31351,2013,152,12,31,42,19,59.288300000000000,-122.166330000000000,1.400000000000000,5,65,3,547494.471610000010000,6572452.180599999600000
306,31351,2013,152,13,1,26,18,59.293689999999998,-122.173920000000000,1.500000000000000,6,45,3,547054.640710999960000,6573046.972649999900000
307,31351,2013,152,13,30,30,18,59.299619999999997,-122.180880000000000,1.800000000000000,6,30,3,546650.085354999990000,6573702.385599999700000
308,31351,2013,152,14,0,23,19,59.302900000000001,-122.188260000000000,2.000000000000000,6,23,3,546225.347465000000000,6574062.471450000100000
309,31351,2013,152,14,30,9,21,59.302999999999997,-122.188190000000010,1.700000000000000,6,23,3,546229.197886000040000,6574073.655059999800000
310,31351,2013,152,15,0,15,18,59.307780000000001,-122.189250000000000,1.400000000000000,6,23,3,546162.360414000000000,6574605.175520000000000
311,31351,2013,152,15,30,71,16,59.311729999999997,-122.195220000000010,3.900000000000000,4,30,3,545817.139185999990000,6575040.889539999900000
312,31351,2013,152,16,0,30,16,59.311129999999999,-122.208340000000010,3.100000000000000,4,32,3,545071.017895000060000,6574965.129990000300000
313,31351,2013,152,16,32,10,17,59.311190000000003,-122.214240000000000,3.600000000000000,3,120,2,544735.048695000000000,6574967.834619999900000
314,31351,2013,152,17,0,6,19,59.312139999999999,-122.216240000000000,1.000000000000000,6,57,3,544619.943227999960000,6575072.276840000400000
315,31351,2013,152,17,30,3,24,59.312260000000002,-122.216170000000010,3.600000000000000,4,30,3,544623.771043000040000,6575085.685840000400000
316,31351,2013,152,18,2,5,19,59.313020000000002,-122.216620000000010,1.700000000000000,4,120,2,544597.158020999980000,6575170.011269999700000
317,31351,2013,152,18,30,14,16,59.315010000000001,-122.222700000000000,1.900000000000000,4,27,3,544248.453593999960000,6575387.545810000000000
